-314,534,16374,-1,1,0,-15,-38,-154;
-308,528,16369,-1,1,0,-16,-38,-154;
-304,524,16366,-1,1,0,-16,-38,-154;
-310,526,16368,0,0,-1,-16,-38,-154;
-312,520,16340,0,0,-1,-16,-38,-154;
-314,510,16325,0,-1,-1,-15,-38,-154;
-308,502,16316,1,-1,-1,-15,-38,-154;
-315,495,16313,1,-1,-1,-16,-38,-154;
-314,496,16324,2,-1,-1,-17,-38,-154;
-304,500,16328,2,-2,-1,-17,-38,-154;
-297,498,16325,2,-2,-3,-17,-38,-154;
-294,502,16325,2,-3,-3,-17,-38,-154;
-301,504,16326,2,-3,-3,-17,-38,-154;
-298,504,16340,2,-3,-3,-17,-38,-154;
-284,501,16359,2,-2,-3,-17,-38,-154;
-285,522,16376,2,-2,-4,-17,-38,-154;
-280,526,16364,2,-2,-4,-17,-38,-154;
-270,530,16367,2,-1,-4,-17,-39,-154;
-262,526,16364,1,-2,-4,-17,-38,-154;
-268,526,16364,1,-1,-4,-17,-38,-154;
-283,524,16378,1,-1,-3,-17,-38,-154;
-282,529,16372,1,0,-3,-17,-38,-154;
-274,517,16384,1,0,-3,-17,-38,-154;
-269,506,16378,1,-1,-3,-17,-38,-154;
-287,506,16364,1,-1,-3,-17,-38,-154;
-278,495,16343,0,-2,-2,-17,-38,-154;
-287,502,16347,0,-2,-2,-17,-38,-154;
-296,516,16350,0,-3,-2,-17,-37,-154;
-301,518,16339,0,-3,-2,-17,-37,-154;
-300,516,16345,1,-4,-2,-17,-37,-154;
-280,516,16334,1,-3,-2,-17,-38,-154;
-286,516,16328,1,-3,-3,-17,-38,-154;
-288,530,16330,1,-3,-3,-17,-38,-154;
-297,540,16347,1,-2,-2,-17,-38,-154;
-303,542,16366,2,-3,-2,-17,-38,-153;
-316,551,16388,2,-2,-2,-17,-38,-153;
-312,546,16408,1,-2,-2,-16,-39,-153;
-311,538,16420,1,-2,-2,-16,-39,-153;
-315,537,16422,2,-1,-2,-16,-39,-153;
-316,544,16410,1,-2,-2,-16,-40,-153;
-330,540,16409,1,-3,-2,-16,-40,-153;
-338,538,16421,0,-2,-1,-16,-40,-153;
-342,538,16406,0,-2,-1,-16,-40,-153;
-341,534,16390,0,-2,-2,-16,-40,-153;
-328,529,16384,0,-2,-2,-16,-40,-153;
-326,527,16382,0,-2,-2,-16,-40,-153;
-322,532,16366,1,-2,-3,-16,-39,-153;
-326,529,16349,1,-1,-3,-16,-40,-153;
-326,527,16348,0,-1,-3,-16,-40,-153;
-332,522,16366,0,-1,-3,-16,-40,-153;
-324,518,16358,0,-1,-3,-16,-39,-153;
-323,516,16354,0,-1,-3,-16,-39,-153;
-321,504,16364,0,-2,-3,-16,-39,-153;
-325,512,16371,0,-2,-3,-17,-39,-154;
-337,514,16378,-1,-3,-2,-17,-39,-154;
-341,500,16371,-1,-2,-2,-17,-40,-154;
-346,501,16354,-1,-3,-1,-17,-40,-154;
-348,505,16357,-1,-3,-1,-17,-40,-154;
-336,509,16367,-1,-4,-2,-17,-40,-154;
-332,500,16370,-1,-3,-2,-17,-40,-154;
-328,507,16378,0,-3,-1,-17,-40,-154;
-334,502,16384,1,-3,-1,-17,-40,-154;
-330,516,16385,1,-2,-2,-17,-40,-153;
-325,512,16392,0,-2,-2,-17,-40,-153;
-305,517,16386,1,-2,-2,-17,-40,-153;
-295,520,16376,1,-2,-3,-17,-40,-153;
-297,515,16401,1,-2,-2,-17,-40,-153;
-288,507,16396,1,-2,-2,-17,-40,-153;
-289,506,16388,2,-2,-1,-17,-39,-153;
-281,510,16388,2,-1,-2,-18,-39,-153;
-278,503,16390,2,-1,-2,-17,-39,-153;
-276,506,16378,2,0,-2,-17,-39,-153;
-279,496,16367,2,-2,-1,-17,-39,-153;
-278,494,16344,2,-2,-1,-17,-38,-153;
-292,492,16340,2,-2,-1,-17,-38,-153;
-298,495,16356,1,-1,-1,-17,-38,-153;
-304,502,16348,1,-1,-1,-17,-37,-153;
-306,511,16363,1,-1,-1,-16,-37,-153;
-316,518,16372,1,-1,-2,-16,-38,-153;
-331,527,16368,1,-2,-2,-16,-38,-153;
-347,526,16371,1,-2,-2,-16,-38,-153;
-340,527,16377,0,-2,-2,-16,-38,-153;
-338,536,16384,0,-1,-3,-16,-38,-154;
-334,531,16392,1,-1,-3,-16,-38,-154;
-319,524,16398,2,-1,-3,-16,-38,-154;
-323,522,16393,2,-2,-3,-17,-38,-154;
-305,512,16396,2,-3,-2,-17,-38,-154;
-299,506,16394,1,-2,-3,-17,-39,-154;
-287,496,16400,2,-2,-3,-17,-38,-154;
-290,490,16390,2,-2,-2,-17,-38,-154;
-270,503,16380,2,-3,-2,-17,-38,-154;
-278,504,16372,2,-3,-3,-17,-38,-154;
-280,491,16353,2,-2,-3,-17,-38,-154;
-285,502,16354,2,-3,-2,-17,-38,-154;
-294,509,16349,1,-2,-2,-17,-38,-154;
-289,513,16353,1,-1,-3,-17,-38,-154;
-289,522,16348,1,-1,-3,-17,-38,-154;
-294,520,16348,0,-1,-3,-17,-38,-154;
-304,517,16337,0,-2,-3,-17,-38,-154;
-293,528,16344,-1,-2,-3,-17,-38,-154;
-307,522,16353,-1,-2,-3,-17,-38,-154;
-294,526,16359,-1,-2,-2,-17,-38,-154;
-300,529,16371,0,-3,-2,-17,-38,-155;
-290,530,16388,0,-3,-2,-17,-38,-155;
-292,529,16388,-1,-3,-3,-17,-38,-155;
-292,541,16384,0,-3,-2,-17,-38,-154;
-296,527,16385,0,-3,-2,-17,-38,-154;
-292,528,16382,1,-3,-2,-17,-38,-154;
-285,535,16377,1,-3,-2,-17,-38,-154;
-282,528,16373,1,-3,-2,-17,-38,-154;
-280,520,16388,1,-3,-1,-17,-39,-154;
-287,512,16390,0,-2,-2,-17,-39,-154;
-277,524,16378,0,-1,-1,-17,-39,-153;
-288,518,16371,-1,0,-1,-17,-38,-153;
-294,521,16368,0,-1,0,-17,-38,-153;
-288,505,16354,0,-1,0,-16,-38,-153;
-292,512,16356,-1,-1,0,-16,-39,-153;
-300,519,16357,0,-1,0,-16,-39,-153;
-309,518,16371,0,-1,0,-16,-39,-153;
-318,522,16384,0,-1,0,-16,-38,-154;
-320,528,16368,0,-1,0,-16,-38,-154;
-319,523,16366,1,-1,0,-15,-38,-154;
-333,510,16396,1,-1,-1,-15,-38,-154;
-344,507,16392,1,-2,-1,-16,-38,-154;
-337,501,16386,1,-2,-1,-16,-38,-154;
-346,505,16396,1,-1,-1,-16,-38,-154;
-348,518,16393,1,-2,-1,-16,-39,-154;
-340,507,16402,1,-2,-2,-16,-39,-154;
-342,512,16395,0,-1,-1,-16,-39,-153;
-346,507,16374,0,-2,-1,-17,-39,-153;
-352,510,16370,0,-3,-2,-17,-39,-153;
