168,10864,12352,3,-3,-127,-54,-142,-71;
163,10855,12351,1,-5,-129,-54,-142,-71;
154,10854,12334,0,-3,-127,-54,-143,-71;
146,10855,12323,-2,-3,-129,-54,-143,-72;
150,10865,12334,-2,-3,-130,-54,-143,-72;
158,10870,12315,-1,-1,-129,-54,-143,-72;
161,10866,12324,-3,-1,-130,-54,-143,-72;
161,10859,12330,0,-3,-131,-55,-143,-72;
156,10854,12331,2,-4,-131,-55,-143,-71;
166,10858,12327,2,-1,-128,-54,-143,-71;
165,10879,12341,-1,0,-128,-54,-143,-71;
174,10892,12332,1,1,-125,-54,-143,-70;
173,10892,12347,3,3,-125,-54,-142,-70;
176,10903,12357,3,1,-126,-54,-142,-70;
176,10903,12345,4,-2,-125,-54,-142,-70;
162,10906,12366,1,-7,-127,-54,-142,-70;
161,10916,12377,2,-5,-128,-54,-142,-70;
172,10919,12363,-1,-5,-127,-54,-142,-70;
166,10915,12352,0,-1,-126,-54,-141,-70;
148,10910,12351,-1,-4,-130,-55,-141,-70;
143,10894,12337,2,-5,-128,-55,-141,-70;
141,10886,12358,1,-4,-128,-55,-141,-70;
151,10882,12352,4,-2,-130,-55,-141,-70;
146,10874,12347,5,-4,-129,-55,-141,-70;
148,10868,12338,6,-2,-129,-55,-142,-70;
159,10871,12320,12,-1,-128,-55,-142,-70;
172,10849,12300,12,-5,-127,-55,-142,-70;
158,10846,12297,12,-3,-127,-55,-142,-70;
168,10850,12290,11,-5,-125,-55,-142,-70;
179,10854,12286,14,-4,-123,-55,-142,-70;
182,10866,12297,16,-5,-124,-55,-142,-70;
182,10865,12285,13,-7,-126,-55,-142,-70;
176,10866,12285,9,-12,-126,-54,-142,-70;
179,10868,12293,6,-11,-125,-54,-142,-70;
188,10862,12292,4,-10,-124,-54,-142,-70;
184,10853,12306,3,-10,-123,-54,-142,-70;
171,10858,12313,3,-7,-126,-54,-142,-71;
169,10864,12319,0,-9,-127,-54,-142,-71;
165,10871,12316,-2,-8,-127,-54,-142,-71;
157,10870,12331,-4,-7,-127,-54,-142,-71;
150,10862,12323,-7,-7,-127,-54,-142,-71;
143,10862,12328,-5,-5,-128,-55,-142,-71;
153,10862,12328,-4,-5,-129,-55,-141,-71;
144,10852,12328,-2,-4,-128,-55,-142,-71;
123,10854,12342,-3,-7,-127,-55,-142,-71;
118,10862,12339,-3,-6,-129,-55,-142,-71;
117,10866,12344,-6,-7,-127,-54,-142,-71;
124,10869,12346,-4,-6,-125,-54,-142,-71;
132,10865,12359,-1,-8,-125,-54,-142,-71;
134,10871,12366,0,-11,-125,-54,-142,-71;
129,10877,12362,1,-7,-126,-54,-142,-71;
133,10871,12358,1,-8,-124,-54,-142,-71;
130,10866,12377,1,-5,-121,-54,-143,-71;
138,10861,12377,2,-5,-122,-54,-142,-70;
149,10864,12376,4,-1,-124,-54,-142,-70;
168,10857,12371,2,-2,-125,-54,-141,-70;
166,10870,12364,3,-3,-125,-54,-141,-70;
171,10867,12365,1,-2,-126,-54,-142,-70;
166,10866,12353,-1,-1,-127,-54,-142,-70;
160,10857,12337,-1,-3,-127,-54,-142,-70;
164,10855,12342,-1,-5,-125,-55,-142,-70;
166,10859,12346,-3,-5,-126,-55,-142,-70;
152,10862,12330,-3,-9,-127,-55,-141,-70;
160,10859,12328,-2,-9,-125,-55,-142,-70;
156,10863,12320,-3,-11,-124,-55,-142,-70;
145,10858,12314,-2,-9,-123,-55,-142,-70;
150,10850,12318,-2,-7,-126,-55,-142,-70;
144,10844,12320,1,-7,-128,-55,-142,-70;
152,10843,12325,1,-6,-127,-55,-142,-69;
153,10854,12336,2,-3,-128,-55,-141,-70;
161,10854,12339,4,-5,-128,-55,-141,-70;
162,10843,12316,6,-6,-127,-55,-141,-70;
177,10853,12317,5,-3,-129,-55,-141,-70;
164,10854,12320,2,0,-130,-55,-142,-70;
173,10855,12312,2,-1,-130,-55,-142,-70;
174,10862,12324,0,-5,-127,-55,-142,-70;
172,10861,12316,1,-6,-125,-55,-142,-70;
185,10864,12322,0,-6,-125,-55,-142,-71;
171,10868,12326,1,-7,-125,-55,-142,-71;
183,10852,12326,0,-8,-125,-55,-142,-71;
174,10848,12311,0,-10,-127,-55,-142,-71;
169,10861,12338,-1,-6,-125,-55,-142,-71;
156,10855,12354,-1,-8,-123,-55,-142,-71;
168,10863,12340,3,-11,-123,-55,-141,-71;
166,10866,12354,2,-9,-124,-55,-141,-71;
168,10860,12351,1,-8,-126,-55,-141,-71;
175,10854,12356,-1,-8,-125,-55,-141,-71;
160,10854,12342,-2,-11,-124,-55,-140,-71;
155,10856,12330,-2,-12,-124,-55,-140,-71;
147,10872,12328,-4,-7,-125,-54,-140,-71;
168,10882,12338,-7,-7,-125,-54,-140,-70;
172,10882,12325,-6,-10,-126,-54,-141,-70;
176,10871,12298,-4,-9,-127,-55,-141,-70;
168,10868,12310,-9,-8,-126,-55,-141,-70;
164,10879,12301,-11,-12,-128,-55,-141,-70;
158,10884,12300,-8,-7,-126,-55,-142,-70;
162,10881,12308,-6,-7,-127,-55,-142,-71;
172,10871,12307,-7,-6,-125,-55,-142,-71;
175,10882,12324,-8,-5,-125,-55,-142,-71;
185,10878,12316,-5,-8,-124,-55,-142,-71;
174,10880,12321,-3,-8,-124,-55,-142,-71;
178,10876,12332,-3,-5,-124,-55,-142,-70;
187,10897,12329,-3,-7,-125,-55,-142,-70;
192,10902,12322,-1,-9,-124,-55,-142,-70;
195,10877,12322,3,-2,-121,-55,-142,-70;
202,10876,12329,3,-5,-119,-55,-142,-70;
178,10877,12331,2,-7,-120,-55,-142,-70;
173,10884,12338,5,-5,-124,-55,-142,-70;
180,10869,12323,7,-3,-123,-54,-142,-70;
164,10858,12330,5,-3,-120,-54,-142,-70;
164,10852,12331,5,-4,-120,-54,-142,-70;
165,10852,12325,6,-7,-119,-54,-142,-70;
158,10841,12330,8,-8,-118,-54,-142,-70;
156,10838,12352,7,-5,-119,-54,-142,-70;
144,10860,12360,6,-10,-119,-54,-142,-70;
137,10862,12368,6,-9,-119,-54,-142,-70;
152,10867,12370,8,-9,-118,-54,-142,-70;
153,10867,12378,7,-12,-114,-54,-142,-70;
